"PLACE_NAME","PLACE_TYPE","LATITUDE","LONGITUDE","COUNT(*)"
"Northumberland-court","crimeLocation","51.50853","-0.12574","1"
"Northumberland-house","crimeLocation","51.506887","-0.125813","2"
"Northumberland-street","crimeLocation","51.507204","-0.125287","3"
"Northumberland-street, Marylebone","crimeLocation","51.52541","-0.16806","2"
"Norton Falgate","crimeLocation","51.50853","-0.12574","17"
"Norton Falgate","defendantHome","51.50853","-0.12574","2"
"Norton-Falgate","crimeLocation","","","3"
"Norton-Falgate","defendantHome","","","5"
"Norton-Falgate, in the county of Middlesex","crimeLocation","51.50853","-0.12574","1"
"Norton-fa lg at","crimeLocation","51.50853","-0.12574","1"
"Norton-falgate","crimeLocation","51.50853","-0.12574","9"
"Norton-falgate, in Middlesex","crimeLocation","51.50853","-0.12574","2"
"Norton-street","crimeLocation","51.50853","-0.12574","1"
"Norton-street, Fitzroy-square","crimeLocation","51.50853","-0.12574","1"
"Norton-street, Portland-place","crimeLocation","51.50853","-0.12574","2"
"Nortonfalgate","crimeLocation","51.50853","-0.12574","3"
"Norwich-court, Fetter-lane","crimeLocation","51.50853","-0.12574","1"
"Norwood","crimeLocation","51.398095","-0.076822","1"
"Norwood, near Southall","crimeLocation","51.50896","-0.3713","2"
"Norwood-Green","crimeLocation","51.496606","-0.369377","1"
"Nos. 24 and 26, Norfolk-street, Strand","crimeLocation","51.50853","-0.12574","1"
"Nos. 66 and 67, Chiswell-street","crimeLocation","51.52077","-0.09011","1"
"Notting-hill","crimeLocation","51.510999","-0.205527","2"
"Notting-hill grove, Kensington","crimeLocation","51.50094","-0.19175","1"
"Nottingham Court, King-street, Seven Dials","crimeLocation","51.50853","-0.12574","1"
"Nottingham place, Marylebone","crimeLocation","51.521308","-0.153079","1"
"Nottingham-court, Castle-street","crimeLocation","51.50853","-0.12574","1"
"Nottingham-court, Long-acre","crimeLocation","51.50853","-0.12574","1"
"Nottingham-court, St. Giles's","crimeLocation","51.50853","-0.12574","1"
"Nottingham-street, Marylebone","crimeLocation","51.520767","-0.153016","1"
"Nova Scotia Gardens, Bird-cage-walk","crimeLocation","51.50853","-0.12574","1"
"Oakley's-row, Bethnal-green","crimeLocation","51.52718","-0.06109","1"
"Oakley's-row, Spitalfields","crimeLocation","51.5202","-0.07436","1"
"Ocean - she was in Ratcliff-cross tier","crimeLocation","51.50853","-0.12574","1"
"Ocean-street, Stepney","crimeLocation","51.51924","-0.04175","1"
"Ogle-street","crimeLocation","51.520032","-0.139857","2"
"Old Artillery Ground","crimeLocation","51.50853","-0.12574","2"
"Old Artillery Ground","defendantHome","51.50853","-0.12574","2"
"Old Bailey","crimeLocation","51.51583","-0.10191","25"
"Old Bailey, near Newgate-street","crimeLocation","51.514006","-0.102498","1"
"Old Baily","crimeLocation","51.50853","-0.12574","2"
"Old Barge-house, Blackfriars","crimeLocation","51.50853","-0.12574","1"
"Old Bedlam","crimeLocation","51.38093","-0.02975","4"
"Old Bell, Holborn","crimeLocation","51.51753","-0.12045","1"
"Old Bethlem","crimeLocation","51.50853","-0.12574","1"
"Old Bethlem, in Moorfields","crimeLocation","51.50853","-0.12574","1"
"Old Bond street","crimeLocation","51.508912","-0.140832","3"
"Old Bond-street","crimeLocation","51.508912","-0.140832","6"
"Old Boswell-court","crimeLocation","51.50853","-0.12574","2"
"Old Brentford","crimeLocation","51.48619","-0.3083","4"
"Old Brentford, in the parish of Ealing","crimeLocation","51.51216","-0.30204","2"
"Old Broad Street, near St. Peter le Poor's church","crimeLocation","","","1"
"Old Brompton","crimeLocation","51.50853","-0.12574","1"
"Old Burlington-mews, Regent-street","crimeLocation","51.50853","-0.12574","2"
"Old Burlington-street","crimeLocation","51.511076","-0.1413","1"
"Old Catherine Wheel public-house, Bishopsgate","crimeLocation","51.51635","-0.08144","1"
"Old Cavendish-street","crimeLocation","51.515781","-0.14614","3"
"Old Change","crimeLocation","51.50853","-0.12574","6"
"Old Church-street, Paddington","crimeLocation","51.51558","-0.1763","1"
"Old Compton-stree","crimeLocation","51.50853","-0.12574","1"
"Old Compton-street","crimeLocation","51.512909","-0.131977","4"
"Old Devil Tavern, Temple-Bar","crimeLocation","51.50853","-0.12574","1"
"Old Fish-street-hill","crimeLocation","51.51208","-0.09665","2"
"Old Ford","crimeLocation","51.534112","-0.026821","9"
"Old George, public-house, Fulham-road","crimeLocation","51.50853","-0.12574","2"
"Old Gravel lane","crimeLocation","51.50853","-0.12574","1"
"Old Gravel-lane","crimeLocation","51.50853","-0.12574","14"
"Old Gravel-lane, Ratcliff-highway","crimeLocation","51.50853","-0.12574","1"
"Old Gravel-lane, Wapping","crimeLocation","51.50506","-0.05682","4"
"Old Gravel-lane, at Joseph Munen's","crimeLocation","51.50853","-0.12574","1"
"Old Gravel-lane, in the parish of St. George's","crimeLocation","51.50853","-0.12574","2"
"Old Jewry","crimeLocation","51.50853","-0.12574","4"
"Old Jewry","defendantHome","51.50853","-0.12574","1"
"Old London-bridge","crimeLocation","51.506728","-0.087351","1"
"Old London-street","crimeLocation","51.50853","-0.12574","1"
"Old Montague-street","crimeLocation","51.51971","-0.063395","5"
"Old Montague-street, Whitechapel","crimeLocation","51.51971","-0.063395","2"
"Old Nichol-street, Bethnal-green","crimeLocation","51.52718","-0.06109","1"
"Old Parr's Head at Islington","crimeLocation","51.53622","-0.10304","1"
"Old Pye-street, Westminster","crimeLocation","51.497499","-0.133295","4"
"Old Rochester-row, St. John the Evangelist, Westminster","crimeLocation","51.5","-0.11667","1"
"Old Rose, in Ratcliff-highway","crimeLocation","51.50853","-0.12574","1"
"Old Round Court in the Strand","crimeLocation","51.50853","-0.12574","1"
"Old Slaughter Coffee-house, in the parish of St. Martin in the Fields","crimeLocation","51.175574","1.34287","2"
"Old Swan","crimeLocation","51.508972","-0.194997","2"
"Old Swan passage","crimeLocation","51.50853","-0.12574","1"
"Old Swan stairs","crimeLocation","51.50853","-0.12574","2"
"Old Swan-Lane","crimeLocation","51.50853","-0.12574","2"
"Old Swan-Stairs","crimeLocation","51.50853","-0.12574","1"
"Old Swan-lane, Upper Thames-street","crimeLocation","51.50853","-0.12574","1"
"Old Tothill-street","crimeLocation","51.50853","-0.12574","2"
"Old Tun-street, Westminster","crimeLocation","51.5","-0.11667","2"
"Old White Horse Cellar, Piccadilly","crimeLocation","51.50853","-0.12574","2"
"Old street","crimeLocation","51.525628","-0.087542","1"
"Old-Bailey","crimeLocation","51.51583","-0.10191","8"
"Old-Bailey yard","crimeLocation","51.50853","-0.12574","2"
"Old-Bailey-Gate","crimeLocation","51.50853","-0.12574","2"
"Old-Bedlam","crimeLocation","51.38093","-0.02975","1"
"Old-Gravel-lane","crimeLocation","51.50853","-0.12574","2"
"Old-Jewry","defendantHome","51.50853","-0.12574","1"
"Old-Street","crimeLocation","","","6"
"Old-Swan-Lane","crimeLocation","51.50853","-0.12574","1"
"Old-change","crimeLocation","51.50853","-0.12574","2"
"Old-court, Hackney-road, Shoreditch","crimeLocation","51.52509","-0.07695","1"
"Old-ford","crimeLocation","51.534112","-0.026821","2"
"Old-nickle-street","crimeLocation","51.50853","-0.12574","1"
"Old-pye-street","crimeLocation","51.497556","-0.131474","2"
"Old-street","crimeLocation","51.525628","-0.087542","48"
"Old-street Road","crimeLocation","51.50853","-0.12574","2"
"Old-street, St. Luke's","crimeLocation","51.525628","-0.087542","1"
"Old-street, opposite Shoreditch-church","crimeLocation","51.50853","-0.12574","1"
"Old-street-road","crimeLocation","51.50853","-0.12574","18"
"Old-street-road, in the parish of St. Leonard, Shoreditch","crimeLocation","51.52509","-0.07695","3"
"Oldford, in Middlesex","crimeLocation","51.50853","-0.12574","1"
"Olympic theatre","crimeLocation","51.51424","-0.12471","2"
"One Swan Yard in Bishopsgate-Street","crimeLocation","51.50853","-0.12574","1"
"One Tun Court, in the Strand","crimeLocation","51.50853","-0.12574","1"
"One Tun in little Poultney-street, Knave's Acre","crimeLocation","51.50853","-0.12574","1"
"One Tun, Hay-market","crimeLocation","51.50853","-0.12574","1"
"One Tun, Holborn-hill","crimeLocation","51.50853","-0.12574","2"
"One Tun, going to Chelsea","crimeLocation","51.48755","-0.16936","1"
"Onslow-street","crimeLocation","51.521739","-0.107181","1"
"Onslow-street, Castle-street","crimeLocation","51.50853","-0.12574","1"
"Opera House","crimeLocation","","","2"
"Opera house","crimeLocation","51.50853","-0.12574","1"
"Opera tap in the Haymarket","crimeLocation","51.50853","-0.12574","2"
"Opera-house","crimeLocation","51.50853","-0.12574","3"
"Orange Street, Leicester Fields","crimeLocation","51.50853","-0.12574","2"
"Orange tree, Orange-street, Bloomsbury","crimeLocation","51.52228","-0.12252","2"
"Orange-Court near Leicester-fields","crimeLocation","51.507265","-0.127833","2"
"Orange-court","crimeLocation","51.344917","0.057013","1"
"Orange-court, East Smithfield","crimeLocation","51.50853","-0.12574","1"
"Orange-row, Islington","crimeLocation","51.53622","-0.10304","1"
"Orange-street, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Orange-street, Bloomsbury-square","crimeLocation","51.50853","-0.12574","1"
"Orange-street, Leicester-fields","crimeLocation","51.50853","-0.12574","2"
"Orange-street, Red Lion-square","crimeLocation","51.50853","-0.12574","2"
"Orange-street, St. Martin's in the Fields","crimeLocation","51.50853","-0.12574","1"
"Orchard-street","crimeLocation","51.515035","-0.154305","11"
"Orchard-street, Oxford-street","crimeLocation","51.51475","-0.14608","2"
"Orchard-street, Westminster","crimeLocation","51.513972","-0.153818","8"
"Ordnance barrack, at St. John's-wood, Paddington","crimeLocation","51.51558","-0.1763","1"
"Ormond-street","crimeLocation","51.50853","-0.12574","1"
"Orris-street, Edgware-road","crimeLocation","51.50853","-0.12574","2"
"Osborn-street","crimeLocation","51.517003","-0.070265","2"
"Osborn-street, Whitechapel","crimeLocation","51.51382","-0.06583","3"
"Osborne-street","crimeLocation","51.50853","-0.12574","3"
"Osborne-street, Whitechapel","crimeLocation","51.51382","-0.06583","6"
"Osnaburg-street, Regent's-park","crimeLocation","51.50853","-0.12574","2"
"Osnaburgh-street","crimeLocation","51.524163","-0.143383","2"
"Osnaburgh-street, Regent's Park","crimeLocation","51.50853","-0.12574","2"
"Ossulston-street, Somers'-town","crimeLocation","51.531639","-0.130584","2"
"Ossulton-street","crimeLocation","51.528765","-0.127683","1"
"Ossulton-street, Somers'-town","crimeLocation","51.50853","-0.12574","3"
"Ossulton-street, Sommers Town","crimeLocation","51.50853","-0.12574","1"
"Ossulton-street, St. Pancras","crimeLocation","51.53333","-0.13333","1"
"Owen's-row","crimeLocation","51.529868","-0.105025","1"
"Owen's-row, Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"Oxendon farm","crimeLocation","51.50853","-0.12574","1"
"Oxendon-street","crimeLocation","51.509119","-0.131198","1"
"Oxford Arms, public-house, Camden-town","crimeLocation","51.54057","-0.14334","1"
"Oxford Market","crimeLocation","51.50853","-0.12574","3"
"Oxford Road","crimeLocation","51.549473","-0.483354","6"
"Oxford Road, near the Cheshire-Cheese","crimeLocation","51.569715","-0.10919","1"
"Oxford road","crimeLocation","51.546648","-0.483017","3"
"Oxford street","crimeLocation","51.513515","-0.157743","3"
"Oxford-Arms","crimeLocation","51.540548","-0.144334","1"
"Oxford-Arms, Whitecross-street","crimeLocation","51.50853","-0.12574","1"
"Oxford-Road","crimeLocation","","","1"
"Oxford-buildings","crimeLocation","51.50853","-0.12574","2"
"Oxford-buildings, Bloomsbury","crimeLocation","51.52228","-0.12252","3"
"Oxford-buildings, Oxford-street","crimeLocation","51.51475","-0.14608","1"
"Oxford-market","crimeLocation","51.50853","-0.12574","9"
"Oxford-road","crimeLocation","51.55044","-0.484872","21"
"Oxford-road","crimeLocation","51.55055","-0.485128","21"
"Oxford-road, No. 217","crimeLocation","51.54545","-0.482211","1"
"Oxford-street","crimeLocation","51.513515","-0.157743","191"
"Oxford-street, Mile-end Old-town","crimeLocation","51.50853","-0.12574","2"
"Oxford-street, No. 255","crimeLocation","51.513515","-0.157743","1"
"Oxford-street, Whitechapel","crimeLocation","51.51382","-0.06583","1"
"Oxford-street, coming past Cumberland-gate","crimeLocation","51.50853","-0.12574","1"
"Oxford-street, near the Pantheon","crimeLocation","51.507265","-0.127833","1"
"Paddington","crimeLocation","51.516305","-0.179242","27"
"Paddington","defendantHome","51.516305","-0.179242","11"
"Paddington Canal","crimeLocation","51.538601","-0.294839","1"
"Paddington parish","crimeLocation","51.50853","-0.12574","1"
"Paddington-fields","crimeLocation","51.50853","-0.12574","2"
"Paddington-green","crimeLocation","51.520799","-0.174609","1"
"Paddington-market","crimeLocation","51.50853","-0.12574","1"
"Paddington-street","crimeLocation","51.52068","-0.153468","4"
"Paddington-street, Marylebone","crimeLocation","51.52068","-0.153011","1"
"Padington","defendantHome","51.50853","-0.12574","2"
"Paget-street, Pentonville","crimeLocation","51.529941","-0.103933","2"
"Pagliano's hotel, Leicester-square","crimeLocation","51.50853","-0.12574","2"
"Painters-rents, Ratcliff-cross","crimeLocation","51.50853","-0.12574","1"
"Palace gate","crimeLocation","51.500619","-0.184007","2"
"Palace-street, Pimlico","crimeLocation","51.48897","-0.13699","1"
"Palace-yard","crimeLocation","51.447053","0.047911","8"
"Palentine houses in Newington road","crimeLocation","51.50853","-0.12574","1"
"Pall Mall","crimeLocation","51.507191","-0.132358","14"
"Pall Mall, St. James's, Westminster","crimeLocation","51.507191","-0.132358","1"
"Pall-Mall","crimeLocation","51.507191","-0.132358","4"
"Pall-mall","crimeLocation","","","8"
"Pallmall","crimeLocation","51.50853","-0.12574","1"
"Palmer's village, Tothill-fields","crimeLocation","51.50853","-0.12574","1"
"Palmer's-terrace, Islington","crimeLocation","51.53622","-0.10304","2"
"Palmer's-village, Westminster","crimeLocation","51.5","-0.11667","1"
"Palsgrave-place, by Temple-bar","crimeLocation","51.50853","-0.12574","2"
"Pancras","crimeLocation","51.531891","-0.126851","1"
"Pancras","defendantHome","51.531891","-0.126851","8"
"Pancras Wash","crimeLocation","51.50853","-0.12574","1"
"Pancras-fields","crimeLocation","51.50853","-0.12574","1"
"Pancras-lane","crimeLocation","51.50853","-0.12574","3"
"Pancras-lane, Cheapside","crimeLocation","51.51409","-0.09394","2"
"Pancras-lane, Queen-street","crimeLocation","51.50853","-0.12574","1"
"Pancras-lane, between Bucklersbury and Queen-street","crimeLocation","51.50853","-0.12574","2"
"Pancras-place","crimeLocation","51.50853","-0.12574","1"
"Pancrass","defendantHome","51.50853","-0.12574","9"
"Pancrass church yard","crimeLocation","51.50853","-0.12574","2"
"Pancrass-place","crimeLocation","51.50853","-0.12574","1"
"Pannier-alley","crimeLocation","51.50853","-0.12574","1"
"Pantheon","crimeLocation","51.50853","-0.12574","1"
"Pantheon, in Oxford-street","crimeLocation","51.51475","-0.14608","1"
"Panton-Street","crimeLocation","51.509309","-0.132243","1"
"Panton-square","crimeLocation","51.50853","-0.12574","1"
"Panton-street","crimeLocation","51.50979","-0.130999","2"
"Panton-street, Haymarket","crimeLocation","51.50853","-0.12574","1"
"Panton-street, St. George's","crimeLocation","51.50853","-0.12574","1"
"Panton-street, in the Haymarket","crimeLocation","51.50853","-0.12574","1"
"Panyer-alley","crimeLocation","51.50853","-0.12574","1"
"Panyer-alley, Newgate-street","crimeLocation","51.50853","-0.12574","1"
"Paper-buildinge, Temple","crimeLocation","51.50853","-0.12574","1"
"Paper-buildings, in the Temple","crimeLocation","51.50853","-0.12574","2"
"Paradise-street, Chelsea","crimeLocation","51.48755","-0.16936","1"
"Paradise-street, Shoreditch","crimeLocation","51.52509","-0.07695","2"
"Parish Church of St. Sepulchre","crimeLocation","51.50853","-0.12574","1"
"Parish Church of Wanstead in Essex","crimeLocation","51.50853","-0.12574","1"
"Parish of Christ-Church, Spittle-Fields","defendantHome","51.50853","-0.12574","2"
"Parish of Stepney","defendantHome","51.5175","-0.04292","1"
"Parish-Church of Hendon","crimeLocation","51.6","-0.21667","1"
"Park-crescent","crimeLocation","51.524017","-0.145216","1"
"Park-crescent, Mary-le-bone","crimeLocation","51.52541","-0.16806","1"
"Park-lane","crimeLocation","51.511072","-0.157142","8"
"Park-lane, in the parish of St. George, Hanover-square","crimeLocation","51.50853","-0.12574","1"
"Park-place","crimeLocation","51.423588","-0.35976","2"
"Park-place, Chelsea","crimeLocation","51.48755","-0.16936","2"
"Park-place, Hackney","crimeLocation","51.55","-0.05","2"
"Park-place, New-road","crimeLocation","51.50853","-0.12574","1"
"Park-place, North Baker-street","crimeLocation","51.52322","-0.15778","1"
"Park-road","crimeLocation","51.417364","-0.288651","2"
"Park-road, Regent's-park","crimeLocation","51.50853","-0.12574","1"
"Park-street","crimeLocation","51.511998","-0.155149","3"
"Park-street, Camden-town","crimeLocation","51.54057","-0.14334","1"
"Park-street, Grosvenor-square","crimeLocation","51.50853","-0.12574","5"
"Park-street, Poplar","crimeLocation","51.51113","-0.01565","2"
"Park-street, Westminster","crimeLocation","51.513712","-0.15597","2"
"Park-street, in the parish of St. Anne","crimeLocation","51.50853","-0.12574","1"
"Park-terrace, Lambeth","crimeLocation","51.49635","-0.11152","1"
"Parker's lane","crimeLocation","51.50853","-0.12574","1"
"Parker's-lane","crimeLocation","51.50853","-0.12574","8"
"Parker's-lane, near Lincoln's-inn-fields","crimeLocation","","","2"
"Parker's-lane, near Queen-street","crimeLocation","","","2"
"Parker's-street","crimeLocation","51.50853","-0.12574","4"
"Parker-street, Belgrave-square","crimeLocation","51.50853","-0.12574","1"
"Parkers-lane Drury-lane","crimeLocation","51.51278","-0.12038","2"
"Parkgate, on Constitution-hill","crimeLocation","51.50853","-0.12574","1"
"Parliament street","crimeLocation","51.502658","-0.126196","1"
"Parliament-court, Artillery-lane","crimeLocation","51.51847","-0.07842","1"
"Parliament-row","crimeLocation","51.513735","-0.153018","1"
"Parliament-street","crimeLocation","51.501024","-0.12614","9"
"Parliament-street, Westminster","crimeLocation","51.502658","-0.126196","3"
"Parliament-street, next door to the Sun Tavern","crimeLocation","51.50853","-0.12574","1"
"Parochial Church at Stepney","crimeLocation","51.5175","-0.04292","1"
"Parsley-court, Islington","crimeLocation","51.53622","-0.10304","2"
"Parson's Green","crimeLocation","51.475305","-0.201108","2"
"Parson's-street, St. George's, Middlesex","crimeLocation","51.50853","-0.12574","1"
"Parson's-street, Wellclose-square","crimeLocation","51.50853","-0.12574","1"
"Parsons-street, Ratcliff-highway","crimeLocation","51.50853","-0.12574","1"
"Passage to the Masquerade-House","crimeLocation","51.50853","-0.12574","1"
"Pater-noster-row","crimeLocation","51.50853","-0.12574","4"
"Paternoster Row, leading to Union Street","crimeLocation","51.50853","-0.12574","2"
"Paternoster row, Spitalfields","crimeLocation","51.5202","-0.07436","1"
"Paternoster-row","crimeLocation","51.624515","0.215002","9"
"Paternoster-row, Spitalfields","crimeLocation","51.5202","-0.07436","1"
"Paternostor-row","crimeLocation","51.50853","-0.12574","1"
"Paul Street, Finsbury","crimeLocation","51.52793","-0.10719","1"
"Paul's Wharf","crimeLocation","51.510091","-0.067917","3"
"Paul's street, Pimlico","crimeLocation","51.48897","-0.13699","2"
"Paul's wharf","crimeLocation","","","4"
"Paul's wharf, Upper Thames street","crimeLocation","51.50853","-0.12574","1"
"Paul's-Wharf","defendantHome","","","1"
"Paul's-alley","crimeLocation","51.50853","-0.12574","1"
"Paul's-wharf","crimeLocation","51.510091","-0.067917","1"
"Paul's-wharf, in the City of London","crimeLocation","51.50853","-0.12574","2"
"Paul-street","crimeLocation","51.522666","-0.084419","2"
"Paul-street, Finsbury","crimeLocation","51.52793","-0.10719","1"
"Paved-alley, King-John-court","crimeLocation","51.50853","-0.12574","3"
"Pavement, Moorfields","crimeLocation","51.50853","-0.12574","2"
"Pavement, near Finsburysquare","crimeLocation","51.507265","-0.127833","2"
"Paxton-place, Tottenham-court-road","crimeLocation","51.51659","-0.13083","1"
"Payne's-buildings","crimeLocation","51.50853","-0.12574","1"
"Peacock on Addle Hill","crimeLocation","51.51267","-0.10057","1"
"Peacock public-house, Clare-market","crimeLocation","51.50853","-0.12574","1"
"Peacock, in Lombard-street","crimeLocation","51.50853","-0.12574","2"
"Peacok in Pepper Alley","crimeLocation","51.50853","-0.12574","2"
"Pear-street, Westminster","crimeLocation","51.5","-0.11667","1"
"Pear-tree street, Goswell-street","crimeLocation","51.50853","-0.12574","1"
"Pear-tree street, St. Luke's","crimeLocation","51.525483","-0.097748","1"
"Peartree-court, Ratcliff-highway","crimeLocation","51.50853","-0.12574","2"
"Peckham","crimeLocation","51.473412","-0.069932","2"
"Peerless-row","crimeLocation","51.50853","-0.12574","2"
"Peerless-row, City-road","crimeLocation","51.50853","-0.12574","3"
"Peggy and Jenny","crimeLocation","51.50853","-0.12574","1"
"Pelham-street","crimeLocation","51.493731","-0.171652","2"
"Pelham-street, Mile End New Town","crimeLocation","51.50853","-0.12574","2"
"Pelham-street, No. 31.","crimeLocation","51.493731","-0.171652","1"
"Pelham-street, Spitalfields","crimeLocation","51.5202","-0.07436","1"
"Pelican-stairs","crimeLocation","51.507142","-0.051289","1"
"Pemberton-row, Gough-square","crimeLocation","51.50853","-0.12574","2"
"Pembroke-square","crimeLocation","51.496506","-0.198961","2"
"Pennington-street","crimeLocation","51.508693","-0.061974","4"
"Pennington-street, near Old Gravel-lane","crimeLocation","51.507265","-0.127833","1"
"Penton-street","crimeLocation","51.533421","-0.111464","1"
"Penton-street, Pentonville","crimeLocation","51.533822","-0.111528","1"
"Penton-street, Winchester-place","crimeLocation","51.50853","-0.12574","1"
"Penton-street, opposite White Conduit-house","crimeLocation","51.50853","-0.12574","1"
"Pentonville","crimeLocation","51.531858","-0.108423","9"
"Pentonville-road","crimeLocation","51.531702","-0.110389","1"
"Perceval-street","crimeLocation","51.50853","-0.12574","1"
"Perceval-street, Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"Perceval-street, in the parish of St. James, Clerkenwell","crimeLocation","51.52438","-0.11022","2"
"Percival-street","crimeLocation","51.526132","-0.101967","1"
"Percival-street, St. James', Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"Percy Mews, Rathbone-place","crimeLocation","51.50853","-0.12574","1"
"Percy-street","crimeLocation","51.518678","-0.132639","1"
"Percy-street, Kingsland-road","crimeLocation","51.50853","-0.12574","1"
"Perkin's Rents, Westminster","crimeLocation","51.497774","-0.132319","1"
"Perrin's court, High-street, Hampstead","crimeLocation","51.55744","-0.18213","1"
"Perry-street, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Perry-street, Somers'-town","crimeLocation","51.50853","-0.12574","2"
"Perryford, near Harrow","crimeLocation","51.57142","-0.33371","1"
"Peter street, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Peter's Alley in Cornhil","crimeLocation","51.50853","-0.12574","1"
"Peter's alley facing the Royal-exchange","crimeLocation","51.50853","-0.12574","1"
"Peter's street, St. James's","crimeLocation","51.5073","-0.13982","1"
"Peter's-hill","crimeLocation","51.51175","-0.09844","1"
"Peter's-hill, Doctor's-commons","crimeLocation","51.50853","-0.12574","2"
"Peter's-hill, Doctors' Commons","crimeLocation","51.50853","-0.12574","2"
"Peter's-street, Westminster","crimeLocation","51.5","-0.11667","1"
"Peter-lane, Cow-cross","crimeLocation","51.50853","-0.12574","1"
"Peter-street","crimeLocation","51.512788","-0.134171","6"
"Peter-street, Cow-cross","crimeLocation","51.50853","-0.12574","1"
"Peter-street, Saffron-hill","crimeLocation","51.50853","-0.12574","2"
"Peter-street, St. James's","crimeLocation","51.512788","-0.134171","1"
"Peter-street, Westminster","crimeLocation","51.512788","-0.134171","5"
"Peter-street. Clerkenwell","crimeLocation","51.52438","-0.11022","2"
"Peters Lane in Cow Cross","crimeLocation","51.50853","-0.12574","2"
"Petticoat lane","crimeLocation","51.50853","-0.12574","2"
"Petticoat-lane","crimeLocation","51.50853","-0.12574","15"
"Petticoat-lane, in Whitechapel","crimeLocation","51.51382","-0.06583","1"
"Petty France","crimeLocation","51.499644","-0.134714","5"
"Petty france, Westminster","crimeLocation","51.499644","-0.134714","1"
"Pewter Platter, Gracechurch-street","crimeLocation","51.50853","-0.12574","1"
"Pewter Platter-yard","crimeLocation","51.50853","-0.12574","1"
"Phil's Buildings, Hounsditch","crimeLocation","51.50853","-0.12574","1"
"Philip","crimeLocation","51.382028","-0.08471","1"
"Philip-lane, London-wall","crimeLocation","51.50853","-0.12574","1"
"Philip-street, St. George's East","crimeLocation","51.52332","-0.03888","1"
"Philip-street, St. George's in the East","crimeLocation","51.52332","-0.03888","1"
"Phillip's-buildings, St. Pancras","crimeLocation","51.53333","-0.13333","1"
"Phillips-street, Kingsland-road","crimeLocation","51.50853","-0.12574","1"
"Philpot-lane","crimeLocation","51.50853","-0.12574","4"
"Philpot-street","crimeLocation","51.515304","-0.058645","1"
"Phoenix-Court","crimeLocation","51.62317","-0.01089","1"
"Phoenix-court","crimeLocation","","","1"
"Phoenix-street","crimeLocation","51.514459","-0.128798","2"
"Phoenix-street, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Phoenix-street, Somers'-town","crimeLocation","51.50853","-0.12574","1"
"Phoenixcourt, Long-acre","crimeLocation","51.50853","-0.12574","2"
"Piazza Coffee-House, in Covent-Garden","crimeLocation","51.51424","-0.12471","2"
"Piazza, Covent-garden","crimeLocation","51.512199","-0.123523","2"
"Picadilly","crimeLocation","51.510509","-0.131961","3"
"Piccadilly","crimeLocation","51.507085","-0.142217","89"
"Piccadilly, in the parish of St. George's, Hanover-square","crimeLocation","51.50853","-0.12574","1"
"Piccadilly, near the White Horse-cellar","crimeLocation","55.394447","-2.086439","1"
"Piccadilly, the Red Lion","crimeLocation","51.50853","-0.12574","1"
"Pickeridge street St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Picket-street","crimeLocation","51.50853","-0.12574","1"
"Picket-street, Temple-bar","crimeLocation","51.50853","-0.12574","2"
"Pickett-street, Temple-bar","crimeLocation","51.50853","-0.12574","1"
"Pickled Egg public-house","crimeLocation","51.50853","-0.12574","1"
"Pied Bull at Holloway","crimeLocation","51.55237","-0.12497","1"
"Pied Bull, at Islington","crimeLocation","51.53622","-0.10304","1"
"Pied-Bull","crimeLocation","51.678172","-0.059359","2"
"Pierpent row, Lower-street, Islington","crimeLocation","51.53622","-0.10304","1"
"Pierpont-row","crimeLocation","51.50853","-0.12574","1"
"Pig Hill","crimeLocation","51.50853","-0.12574","2"
"Pig's Key","crimeLocation","51.50853","-0.12574","2"
"Pig-street, behind the Royal Exchange","crimeLocation","51.50853","-0.12574","1"
"Pimlico","crimeLocation","51.488999","-0.139882","13"
"Pimlicoe","crimeLocation","51.488999","-0.139882","2"
"Pine Apple-place, Edgware-road","crimeLocation","51.50853","-0.12574","1"
"Pinner","crimeLocation","51.596871","-0.377014","5"
"Pinner Chapel","crimeLocation","51.50853","-0.12574","1"
"Pitchcot near Ailesbury in Buckinghamshire","crimeLocation","51.507265","-0.127833","2"
"Pitcher's-cout, Bellalley, Coleman-street","crimeLocation","51.51601","-0.08983","1"
"Pitfield-street","crimeLocation","51.529288","-0.083452","2"
"Pitfield-street, Hoxton","crimeLocation","51.529288","-0.083452","2"
"Pitfield-street, Old-street","crimeLocation","51.52623","-0.0851","1"
"Pitt's Head mews, Park-lane","crimeLocation","51.50853","-0.12574","1"
"Pitt's Head-yard, Park-lane","crimeLocation","51.50853","-0.12574","1"
"Pitt's-head in the Old Bailey","crimeLocation","51.51583","-0.10191","1"
"Pitt's-place, Drury-lane","crimeLocation","51.51278","-0.12038","1"
"Pitt-street, Tottenham-court-road","crimeLocation","51.51659","-0.13083","2"
"Plaistow in Essex","crimeLocation","51.50853","-0.12574","2"
"Play-House in Drury-Lane","crimeLocation","51.51278","-0.12038","2"
