"PLACE_NAME","PLACE_TYPE","ID","DATESTAMP"
"Hammersmith","crimeLocation","t18101031-95","10/31/1810"
"Still Alley, Houndsditch","crimeLocation","t18101031-23","10/31/1810"
"Ratcliffe Highway","crimeLocation","t18101031-28","10/31/1810"
"Mile-end road'","crimeLocation","t18101031-29","10/31/1810"
"29, Cockspur-street, in the parish of St. Martin's","crimeLocation","t18101031-32","10/31/1810"
"Bear Quay","crimeLocation","t18101031-39","10/31/1810"
"George-street in the Minories","crimeLocation","t18101031-40","10/31/1810"
"the Castle Inn Wood-street","crimeLocation","t18101031-41","10/31/1810"
"parish of St. Paul, Shadwell","crimeLocation","t18101031-48","10/31/1810"
"Bell Inn, Friday-street","crimeLocation","t18101031-5","10/31/1810"
"the White Horse, Turnmill-street","crimeLocation","t18101031-5","10/31/1810"
"the White Horse, Turnmill-street","crimeLocation","t18101031-50","10/31/1810"
"64, Holborn-hill, in the parish of St. Andrew's, Holborn","crimeLocation","t18101031-55","10/31/1810"
"64, Holborn-hill, in the parish of St. Andrew's, Holborn","crimeLocation","t18101031-5","10/31/1810"
"St. John-street, St. James's, Clerkenwell","crimeLocation","t18101031-72","10/31/1810"
"No. 12, Church-lane","crimeLocation","t18101031-73","10/31/1810"
"Strand","crimeLocation","t18101031-75","10/31/1810"
"Kentish-town lodge","crimeLocation","t18101031-8","10/31/1810"
"Nassau-street","crimeLocation","t18101031-80","10/31/1810"
"Nassau-street","crimeLocation","t18101031-8","10/31/1810"
"No. 50, Lothbury","crimeLocation","t18101031-88","10/31/1810"
"Moorfields","crimeLocation","t18101031-8","10/31/1810"
"120, Minories","crimeLocation","t18101205-56","12/5/1810"
"48, Skinner-street, Snow-hill","crimeLocation","t18101205-51","12/5/1810"
"21, New-street, Spring Gardens","crimeLocation","t18101205-5","12/5/1810"
"21, New-street, Spring Gardens","crimeLocation","t18101205-58","12/5/1810"
"the Swan in Crayford","crimeLocation","t18101205-5","12/5/1810"
"the Swan in Crayford","crimeLocation","t18101205-59","12/5/1810"
"Howard's-green, in the parish of St. Luke's","crimeLocation","t18101205-60","12/5/1810"
"Moorfields","crimeLocation","t18101205-71","12/5/1810"
"East Smithfield","crimeLocation","t18101205-74","12/5/1810"
"Shoe-lane","crimeLocation","t18101205-8","12/5/1810"
"No. 40, Great Saffron Hill","crimeLocation","t18101205-8","12/5/1810"
"No. 40, Great Saffron Hill","crimeLocation","t18101205-80","12/5/1810"
"Oxford-street","crimeLocation","t18101205-8","12/5/1810"
"Oxford-street","crimeLocation","t18101205-82","12/5/1810"
"Homer Street, New Road","crimeLocation","t18101205-90","12/5/1810"
"St. John Street","crimeLocation","t18101205-91","12/5/1810"
"Osborn-street","crimeLocation","t18101205-98","12/5/1810"
"Fulham","crimeLocation","t18101205-16","12/5/1810"
"parish of St. Luke's, Chelsea","crimeLocation","t18101205-20","12/5/1810"
"Wood-street","crimeLocation","t18101205-22","12/5/1810"
"Wood-street","crimeLocation","t18101205-23","12/5/1810"
"White-street, Little Moorfields","crimeLocation","t18101205-25","12/5/1810"
"72 Oxford Street","crimeLocation","t18101205-30","12/5/1810"
"37 Upper Berkley Street, Marybone","crimeLocation","t18101205-31","12/5/1810"
"Golden-lane","crimeLocation","t18101205-4","12/5/1810"
"Seymore-place, in the parish of St. Giles's","crimeLocation","t18101205-4","12/5/1810"
"Seymore-place, in the parish of St. Giles's","crimeLocation","t18101205-42","12/5/1810"
"Union club-house, St. James's square","crimeLocation","t18101205-5","12/5/1810"
"48, Skinner-street, Snow-hill","crimeLocation","t18101205-5","12/5/1810"
"120, Minories","crimeLocation","t18101205-5","12/5/1810"
"St. Botolph's wharf","crimeLocation","t18110109-11","1/9/1811"
"Haverstock church","crimeLocation","t18110109-8","1/9/1811"
"Little Queen-street","crimeLocation","t18110109-21","1/9/1811"
"City-road","crimeLocation","t18110109-22","1/9/1811"
"Sherbourne-lane","crimeLocation","t18110109-23","1/9/1811"
"21, Aldgate, High-street","crimeLocation","t18110109-24","1/9/1811"
"Parson's-street, Wellclose-square","crimeLocation","t18110109-27","1/9/1811"
"9. Commercial-road","crimeLocation","t18110109-33","1/9/1811"
"Earl of Moira on Saffron-hill","crimeLocation","t18110109-35","1/9/1811"
"10, Leather-lane, Holborn","crimeLocation","t18110109-36","1/9/1811"
"104, Ratcliffe-Highway","crimeLocation","t18110109-46","1/9/1811"
"33, Vere-street, Clare-market","crimeLocation","t18110109-6","1/9/1811"
"Black Horse, at the corner of Coventry-street","crimeLocation","t18110109-6","1/9/1811"
"Black Horse, at the corner of Coventry-street","crimeLocation","t18110109-64","1/9/1811"
"White Hart in St. John-street","crimeLocation","t18110109-6","1/9/1811"
"White Hart in St. John-street","crimeLocation","t18110109-66","1/9/1811"
"78, Chiswell-street","crimeLocation","t18110109-70","1/9/1811"
"White's-row, Spitalfields","crimeLocation","t18110109-72","1/9/1811"
"Golden Lion, Lemon street, Goodman's-fields","crimeLocation","t18110109-74","1/9/1811"
"Bagnigge Wells","crimeLocation","t18110109-75","1/9/1811"
"Catherine Street","crimeLocation","t18110109-78","1/9/1811"
"86, Bishopsgate-street","crimeLocation","t18110109-13","1/9/1811"
"Jewry Street","crimeLocation","t18110220-37","2/20/1811"
"St. George's, Hanover-square","crimeLocation","t18110220-96","2/20/1811"
"Grub Street","crimeLocation","t18110220-39","2/20/1811"
"Earl of Moira's Head public-house, at the corner of Saffron Hill","crimeLocation","t18110220-45","2/20/1811"
"No. 41 Wood Street","crimeLocation","t18110220-10","2/20/1811"
"No. 1, Pickett Street, Temple Bar","crimeLocation","t18110220-15","2/20/1811"
"13, Marygold-court, Strand, in the parish of St. Martin's in the Fields","crimeLocation","t18110220-25","2/20/1811"
"Southampton-row, No. 49, Bloomsbury","crimeLocation","t18110220-26","2/20/1811"
"Bishopsgate church yard","crimeLocation","t18110220-64","2/20/1811"
"160 Fleet Street","crimeLocation","t18110220-8","2/20/1811"
"Gutter Lane","crimeLocation","t18110220-9","2/20/1811"
"18, Cranbourn-alley","crimeLocation","t18110220-9","2/20/1811"
"18, Cranbourn-alley","crimeLocation","t18110220-93","2/20/1811"
"St. George's, Hanover-square","crimeLocation","t18110220-9","2/20/1811"
"15, Berkley Square","crimeLocation","t18110220-38","2/20/1811"
"Church Street, in the parish of St. John, Hackney","crimeLocation","t18110403-62","4/3/1811"
"Charles-street","crimeLocation","t18110403-6","4/3/1811"
"Park-place, North Baker-street","crimeLocation","t18110403-89","4/3/1811"
"St. Anns Lane","crimeLocation","t18110403-6","4/3/1811"
"St. Anns Lane","crimeLocation","t18110403-63","4/3/1811"
"Smithfield Bars","crimeLocation","t18110403-65","4/3/1811"
"Smithfield Bars","crimeLocation","t18110403-6","4/3/1811"
"Bunhill Row","crimeLocation","t18110403-69","4/3/1811"
"Bunhill Row","crimeLocation","t18110403-6","4/3/1811"
"Swan and Two Necks, Lad Lane","crimeLocation","t18110403-71","4/3/1811"
"Three Cups, Aldersgate-street","crimeLocation","t18110403-15","4/3/1811"
"Newgate-street","crimeLocation","t18110403-16","4/3/1811"
"Bride-lane, in Fleet-street","crimeLocation","t18110403-55","4/3/1811"
"Bride's passage","crimeLocation","t18110403-56","4/3/1811"
"Brook-street, Holborn","crimeLocation","t18110403-74","4/3/1811"
"Pentonville","crimeLocation","t18110403-82","4/3/1811"
"Shadwell","crimeLocation","t18110403-83","4/3/1811"
"Bull and Mouth-street","crimeLocation","t18110403-57","4/3/1811"
"name of the lighter was the Jonathan","crimeLocation","t18110403-58","4/3/1811"
"Church Street, in the parish of St. John, Hackney","crimeLocation","t18110403-6","4/3/1811"
"Tottenham-court-road","crimeLocation","t18110529-105","5/29/1811"
"Well Cross Court, Old Gravel lane","crimeLocation","t18110529-81","5/29/1811"
"Black Lion-yard, Whitechapel","crimeLocation","t18110529-120","5/29/1811"
"Brown Bear Alley","crimeLocation","t18110529-122","5/29/1811"
"Drury-Lane","crimeLocation","t18110529-124","5/29/1811"
"Swan-alley, St. John-street","crimeLocation","t18110529-134","5/29/1811"
"21, Gracechurch-street","crimeLocation","t18110529-17","5/29/1811"
"Grays Inn lane","crimeLocation","t18110529-26","5/29/1811"
"Cheapside","crimeLocation","t18110529-29","5/29/1811"
"West India Docks","crimeLocation","t18110529-3","5/29/1811"
"White Cross Street","crimeLocation","t18110529-30","5/29/1811"
"White Cross Street","crimeLocation","t18110529-3","5/29/1811"
"Opera-house","crimeLocation","t18110529-42","5/29/1811"
"Skinner-street","crimeLocation","t18110529-45","5/29/1811"
"Four Swans, Bishopsgate","crimeLocation","t18110529-46","5/29/1811"
"Hesson","crimeLocation","t18110529-6","5/29/1811"
"Twickenham","crimeLocation","t18110529-61","5/29/1811"
"Twickenham","crimeLocation","t18110529-6","5/29/1811"
"Bartholomew Coffee-house","crimeLocation","t18110529-6","5/29/1811"
"Bartholomew Coffee-house","crimeLocation","t18110529-68","5/29/1811"
"Clements-lane","crimeLocation","t18110529-74","5/29/1811"
"Spring-street, Portman-square","crimeLocation","t18110529-116","5/29/1811"
"No. 6, Cross-street, Finsbury-square","crimeLocation","t18110710-23","7/10/1811"
"parish of Allhallows","crimeLocation","t18110710-9","7/10/1811"
"Angel Alley","crimeLocation","t18110710-28","7/10/1811"
"Horse and Groom. in Maiden Lane, Covent Garden","crimeLocation","t18110710-3","7/10/1811"
"corner of Fleet Market, Holborn bridge","crimeLocation","t18110710-3","7/10/1811"
"corner of Fleet Market, Holborn bridge","crimeLocation","t18110710-32","7/10/1811"
"Banner-street, St. Luke's","crimeLocation","t18110710-43","7/10/1811"
"corner of Queen Street","crimeLocation","t18110710-51","7/10/1811"
"Union Row, Kent Row","crimeLocation","t18110710-59","7/10/1811"
"Mile End Turnpike","crimeLocation","t18110710-6","7/10/1811"
"Mile End Turnpike","crimeLocation","t18110710-64","7/10/1811"
"Hampstead-road, opposite the New River Reservoir","crimeLocation","t18110710-68","7/10/1811"
"Hampstead-road, opposite the New River Reservoir","crimeLocation","t18110710-6","7/10/1811"
"Holborn","crimeLocation","t18110710-74","7/10/1811"
"17, Brook-street, Holborn","crimeLocation","t18110710-77","7/10/1811"
"No 15, Bread-street, Cheapside","crimeLocation","t18110710-9","7/10/1811"
"No. 4, Hare Court, Aldersgate Street","crimeLocation","t18110710-27","7/10/1811"
"42, Whitechapel-road","crimeLocation","t18110918-170","9/18/1811"
"Pancras","crimeLocation","t18110918-174","9/18/1811"
"Princes Street, Cavendish Square","crimeLocation","t18110918-21","9/18/1811"
"Gracechurch Street","crimeLocation","t18110918-24","9/18/1811"
"Cow Lane, West Smithfield","crimeLocation","t18110918-25","9/18/1811"
"121, Bishopsgate Street","crimeLocation","t18110918-27","9/18/1811"
"Seething Lane, Tower Street","crimeLocation","t18110918-30","9/18/1811"
"Jewin Street","crimeLocation","t18110918-31","9/18/1811"
"Haymarket","crimeLocation","t18110918-33","9/18/1811"
"the George public-house in Little Saffron Hill, in the parish of St. Andrew, Holborn","crimeLocation","t18110918-36","9/18/1811"
"Cranbourn Passage, Leceister Square","crimeLocation","t18110918-39","9/18/1811"
"Poplar","crimeLocation","t18110918-44","9/18/1811"
"Lombard-street","crimeLocation","t18110918-53","9/18/1811"
"Shoe-lane","crimeLocation","t18110918-55","9/18/1811"
"No. 2, Leicester Square","crimeLocation","t18110918-67","9/18/1811"
"London Dock","crimeLocation","t18110918-68","9/18/1811"
"Charing Cross, in the parish of St. Martin's in the Fields","crimeLocation","t18110918-8","9/18/1811"
"St. Dunstan's, Stepney","crimeLocation","t18110918-84","9/18/1811"
"St. Dunstan's, Stepney","crimeLocation","t18110918-8","9/18/1811"
"St. Mary le Strand","crimeLocation","t18110918-88","9/18/1811"
"St. Mary le Strand","crimeLocation","t18110918-8","9/18/1811"
"No. 9, Broad Street, Bloomsbury","crimeLocation","t18110918-89","9/18/1811"
"No. 9, Broad Street, Bloomsbury","crimeLocation","t18110918-8","9/18/1811"
"23, Compton-street","crimeLocation","t18110918-94","9/18/1811"
"Brick-lane, Spitalfields","crimeLocation","t18110918-95","9/18/1811"
"Hampstead-road, St. Pancras","crimeLocation","t18110918-96","9/18/1811"
"Gravel-pit chapel, in the parish of Hackney","crimeLocation","t18110918-103","9/18/1811"
"Hackney","crimeLocation","t18110918-11","9/18/1811"
"Hackney","crimeLocation","t18110918-113","9/18/1811"
"George Street Bloomsbury","crimeLocation","t18110918-115","9/18/1811"
"George Street Bloomsbury","crimeLocation","t18110918-11","9/18/1811"
"Stepney","crimeLocation","t18110918-11","9/18/1811"
"Stepney","crimeLocation","t18110918-117","9/18/1811"
"23, Blackmoor-street, Clare Market, in the parish of St. Clements Danes","crimeLocation","t18110918-12","9/18/1811"
"Mount-street","crimeLocation","t18110918-134","9/18/1811"
"Henry-street, Gray's Inn-lane","crimeLocation","t18110918-135","9/18/1811"
"the Rose and Crown, public-house, Broad-street, St. Giles's","crimeLocation","t18110918-137","9/18/1811"
"64, Broad-street, St. Giles's, in the parish of St. Giles's in the Fields","crimeLocation","t18110918-14","9/18/1811"
"38, Alfred-place","crimeLocation","t18110918-14","9/18/1811"
"38, Alfred-place","crimeLocation","t18110918-141","9/18/1811"
"Stone pipe company's wharf, Paddington","crimeLocation","t18110918-14","9/18/1811"
"Stone pipe company's wharf, Paddington","crimeLocation","t18110918-143","9/18/1811"
"Fleet-street","crimeLocation","t18110918-150","9/18/1811"
"Whitechapel High-street","crimeLocation","t18110918-151","9/18/1811"
"Newington-causeway","crimeLocation","t18110918-156","9/18/1811"
"Broad-street","crimeLocation","t18110918-157","9/18/1811"
"Roebuck-yard","crimeLocation","t18110918-168","9/18/1811"
"St. Paul's Church Yard","crimeLocation","t18111030-11","10/30/1811"
"White Horse, Battle Bridge","crimeLocation","t18111030-112","10/30/1811"
"Lincoln's Inn Fields","crimeLocation","t18111030-95","10/30/1811"
"Sloane Street","crimeLocation","t18111030-93","10/30/1811"
"Brick Street","crimeLocation","t18111030-93","10/30/1811"
"North End, Finchley","crimeLocation","t18111030-86","10/30/1811"
"Charles Street, Westminster","crimeLocation","t18111030-85","10/30/1811"
"St. James's Park","crimeLocation","t18111030-82","10/30/1811"
"44, Duke Street, Manchester Square","crimeLocation","t18111030-78","10/30/1811"
"44, Duke Street, Manchester Square","crimeLocation","t18111030-7","10/30/1811"
"Hodges-court, Drury-lane, in the parish of St. Giles'","crimeLocation","t18111030-63","10/30/1811"
"Watling-street","crimeLocation","t18111030-58","10/30/1811"
"Colvill Court, Charles Street","crimeLocation","t18111030-54","10/30/1811"
"Mount Street","crimeLocation","t18111030-52","10/30/1811"
"Giltspur Street","crimeLocation","t18111030-49","10/30/1811"
"Little New-street","crimeLocation","t18111030-38","10/30/1811"
"Fleet Market","crimeLocation","t18111030-37","10/30/1811"
"No 1 Pickett Street, Temple Bar, St. Clements","crimeLocation","t18111030-19","10/30/1811"
"White Horse, Battle Bridge","crimeLocation","t18111030-11","10/30/1811"
"Old-street","crimeLocation","t18111030-11","10/30/1811"
"Old-street","crimeLocation","t18111030-115","10/30/1811"
"No. 70, James-street, St. George's in the East","crimeLocation","t18111030-124","10/30/1811"
"Enfield Highway","crimeLocation","t18111030-13","10/30/1811"
"Long Acre","crimeLocation","t18111030-13","10/30/1811"
"Long Acre","crimeLocation","t18111030-134","10/30/1811"
"Holborn","crimeLocation","t18111030-14","10/30/1811"
"Oxford-street","crimeLocation","t18111204-46","12/4/1811"
"Aldersgate street","crimeLocation","t18111204-9","12/4/1811"
"Bishopsgate Church Yard","crimeLocation","t18111204-39","12/4/1811"
"Mason's Arms in Oxford Market","crimeLocation","t18111204-37","12/4/1811"
"Minories","crimeLocation","t18111204-21","12/4/1811"
"Lime Street","crimeLocation","t18111204-19","12/4/1811"
"St. Giles's","crimeLocation","t18111204-16","12/4/1811"
"Jerusalem passage","crimeLocation","t18111204-11","12/4/1811"
"Thavies Inn, Holborn","crimeLocation","t18111204-8","12/4/1811"
"Wardour-street","crimeLocation","t18111204-7","12/4/1811"
"Swan-yard, Smithfield","crimeLocation","t18111204-65","12/4/1811"
"Paddington","crimeLocation","t18111204-61","12/4/1811"
"Holborn","crimeLocation","t18111204-60","12/4/1811"
"Limehouse","crimeLocation","t18111204-59","12/4/1811"
"Exeter Change","crimeLocation","t18111204-58","12/4/1811"
"May's buildings, St. Martin's Lane","crimeLocation","t18111204-50","12/4/1811"
"Twickenham","crimeLocation","t18111204-45","12/4/1811"
"Cannon-street","crimeLocation","t18120115-132","1/15/1812"
"Wardour-street","crimeLocation","t18120115-125","1/15/1812"
"Cranbourn-street","crimeLocation","t18120115-26","1/15/1812"
"Somers-street","crimeLocation","t18120115-38","1/15/1812"
"Coleman-street","crimeLocation","t18120115-40","1/15/1812"
"Philpot-lane","crimeLocation","t18120115-50","1/15/1812"
"Holborn","crimeLocation","t18120115-53","1/15/1812"
"Little Carter Lane, Doctor's Commons","crimeLocation","t18120115-56","1/15/1812"
"Watling Street","crimeLocation","t18120115-57","1/15/1812"
"Ludgate Hill","crimeLocation","t18120115-58","1/15/1812"
"Union-court, Queen-street, Cheapside","crimeLocation","t18120115-6","1/15/1812"
"Barnes in Surry","crimeLocation","t18120115-64","1/15/1812"
"Barnes in Surry","crimeLocation","t18120115-6","1/15/1812"
"High Holborn","crimeLocation","t18120115-6","1/15/1812"
"High Holborn","crimeLocation","t18120115-65","1/15/1812"
"Tottenham Court Road","crimeLocation","t18120115-72","1/15/1812"
"Green Lane, Stamford Hill","crimeLocation","t18120115-78","1/15/1812"
"Ludgate-street","crimeLocation","t18120115-8","1/15/1812"
"Paternoster Row, leading to Union Street","crimeLocation","t18120115-8","1/15/1812"
"Paternoster Row, leading to Union Street","crimeLocation","t18120115-83","1/15/1812"
"Addington in Buckinghamshire","crimeLocation","t18120115-8","1/15/1812"
"Addington in Buckinghamshire","crimeLocation","t18120115-84","1/15/1812"
"Brick-lane, Old-street","crimeLocation","t18120115-89","1/15/1812"
"Brick-lane, Old-street","crimeLocation","t18120115-8","1/15/1812"
"Duke-street, Westminster","crimeLocation","t18120115-9","1/15/1812"
"Drury-lane","crimeLocation","t18120115-9","1/15/1812"
"Drury-lane","crimeLocation","t18120115-98","1/15/1812"
"Bedford-place","crimeLocation","t18120115-109","1/15/1812"
"Kent-road","crimeLocation","t18120115-117","1/15/1812"
"Union-place, Tottenham-court-road","crimeLocation","t18120115-122","1/15/1812"
"Red-cross street, Cripplegate","crimeLocation","t18120115-20","1/15/1812"
"Coney, in Hertfordshire","crimeLocation","t18120219-22","2/19/1812"
"Cheapside","crimeLocation","t18120219-12","2/19/1812"
"Queen's Head, Holborn","crimeLocation","t18120219-35","2/19/1812"
"Titchbourne-street","crimeLocation","t18120219-46","2/19/1812"
"Mason's Arms, in Upper Berkeley-street","crimeLocation","t18120219-48","2/19/1812"
"Harrow Road","crimeLocation","t18120219-49","2/19/1812"
"Fleet-street","crimeLocation","t18120219-5","2/19/1812"
"Chapple-path, Somerstown, in the parish of St. Pancras","crimeLocation","t18120219-66","2/19/1812"
"Mary-le-bone","crimeLocation","t18120219-67","2/19/1812"
"Long-lane","crimeLocation","t18120219-7","2/19/1812"
"Watling-street","crimeLocation","t18120219-7","2/19/1812"
"Watling-street","crimeLocation","t18120219-76","2/19/1812"
"Shepherd's Mews, Ray-street","crimeLocation","t18120219-80","2/19/1812"
"Angel inn, Angel-street","crimeLocation","t18120219-9","2/19/1812"
"Pancras-lane","crimeLocation","t18120219-9","2/19/1812"
"Pancras-lane","crimeLocation","t18120219-90","2/19/1812"
"Half Moon in the Borough","crimeLocation","t18120219-9","2/19/1812"
"Half Moon in the Borough","crimeLocation","t18120219-94","2/19/1812"
"Bishopsgate without","crimeLocation","t18120219-10","2/19/1812"
"St. Leonard's, Shoreditch","crimeLocation","t18120219-29","2/19/1812"
"Whitechapel","crimeLocation","t18120408-100","4/8/1812"
"Gray's Inn-lane, Holborn","crimeLocation","t18120408-99","4/8/1812"
"Wood-street","crimeLocation","t18120408-11","4/8/1812"
"Tottenham Court-road","crimeLocation","t18120408-112","4/8/1812"
"Tottenham Court-road","crimeLocation","t18120408-11","4/8/1812"
"Furnival's Inn","crimeLocation","t18120408-12","4/8/1812"
"Leather-lane","crimeLocation","t18120408-12","4/8/1812"
"Bishop'sgate within","crimeLocation","t18120408-22","4/8/1812"
"Cooper's-row","crimeLocation","t18120408-27","4/8/1812"
"Fore-street, Lambeth","crimeLocation","t18120408-5","4/8/1812"
"Peter's-hill, Doctor's-commons","crimeLocation","t18120408-5","4/8/1812"
"Peter's-hill, Doctor's-commons","crimeLocation","t18120408-59","4/8/1812"
"306, High Holborn","crimeLocation","t18120408-74","4/8/1812"
"Southampton-row","crimeLocation","t18120408-99","4/8/1812"
"No. 12, Staples Inn","crimeLocation","t18120408-107","4/8/1812"
"St. Bartholomew the Great","crimeLocation","t18120513-11","5/13/1812"
"Portland-place","crimeLocation","t18120513-81","5/13/1812"
"Bishopsgate Street Without","crimeLocation","t18120513-15","5/13/1812"
"Meeting-house-alley, in the parish of St. George's","crimeLocation","t18120513-19","5/13/1812"
"Monmouth-street","crimeLocation","t18120513-23","5/13/1812"
"Lincoln's Inn Fields","crimeLocation","t18120513-24","5/13/1812"
"Golden-lane","crimeLocation","t18120513-29","5/13/1812"
"Temple Bar","crimeLocation","t18120513-4","5/13/1812"
"Exchange-alley","crimeLocation","t18120513-4","5/13/1812"
"Exchange-alley","crimeLocation","t18120513-40","5/13/1812"
"Teddington","crimeLocation","t18120513-61","5/13/1812"
"Bell-yard, Temple-bar","crimeLocation","t18120513-65","5/13/1812"
"Spur-street, Leicester-square","crimeLocation","t18120513-76","5/13/1812"
"Bishopsgate Without","crimeLocation","t18120513-8","5/13/1812"
"Portland-place","crimeLocation","t18120513-8","5/13/1812"
"Bishopsgate Without","crimeLocation","t18120513-14","5/13/1812"
"Great Winchester-street","crimeLocation","t18120701-12","7/1/1812"
"Shad-Thames","crimeLocation","t18120701-13","7/1/1812"
"Saracen's Head, Snow-hill","crimeLocation","t18120701-14","7/1/1812"
"Banner-street","crimeLocation","t18120701-19","7/1/1812"
"Yorkshire Grey, in Whitechapel","crimeLocation","t18120701-25","7/1/1812"
"Butcher-row, East-smithfield","crimeLocation","t18120701-46","7/1/1812"
"Mary-le-bone Street, Golden-square","crimeLocation","t18120701-50","7/1/1812"
"Chancery-lane","crimeLocation","t18120701-52","7/1/1812"
"Broker-row, Moor fields","crimeLocation","t18120701-54","7/1/1812"
"Golden-lane","crimeLocation","t18120701-55","7/1/1812"
"Charles-street, Drury-lane","crimeLocation","t18120701-57","7/1/1812"
"Back-lane, Rose-street","crimeLocation","t18120701-59","7/1/1812"
"Lyceum theatre","crimeLocation","t18120701-64","7/1/1812"
"Swallow-street","crimeLocation","t18120701-66","7/1/1812"
"Great Prescot-street, Goodman's-fields","crimeLocation","t18120701-73","7/1/1812"
"Park-place, New-road","crimeLocation","t18120701-76","7/1/1812"
"Lincoln's-inn-square","crimeLocation","t18120701-77","7/1/1812"
"Monster public-house","crimeLocation","t18120701-84","7/1/1812"
"Compasses, at Chelsea","crimeLocation","t18120701-84","7/1/1812"
"King's Head, Chelsea","crimeLocation","t18120701-84","7/1/1812"
"Millbank, at the mail-coach manufactory","crimeLocation","t18120701-93","7/1/1812"
"Spa-fields","crimeLocation","t18120701-97","7/1/1812"
"Carpenters Arms, Kensington","crimeLocation","t18120701-105","7/1/1812"
"Broad-yard, Brunswick-street","crimeLocation","t18120916-124","9/16/1812"
"King's-arms public-house, Mary-le-bone","crimeLocation","t18120916-92","9/16/1812"
"No. 6, Ratcliffe-square, Stepney","crimeLocation","t18120916-165","9/16/1812"
"Newington","crimeLocation","t18120916-167","9/16/1812"
"Bartholomew-fair","crimeLocation","t18120916-168","9/16/1812"
"Chequer-alley","crimeLocation","t18120916-169","9/16/1812"
"Iron-gate","crimeLocation","t18120916-178","9/16/1812"
"George-alley, Field-lane","crimeLocation","t18120916-181","9/16/1812"
"Paddington","crimeLocation","t18120916-185","9/16/1812"
"Montague-place","crimeLocation","t18120916-188","9/16/1812"
"Norton Falgate","crimeLocation","t18120916-190","9/16/1812"
"No. 1, Sharpes-place, Bethnal-green","crimeLocation","t18120916-21","9/16/1812"
"No. 1, Sharpes-place, Bethnal-green","crimeLocation","t18120916-211","9/16/1812"
"Holborn, near Middle row","crimeLocation","t18120916-22","9/16/1812"
"51, Great Portman-street, in the parish of Mary-le-bone","crimeLocation","t18120916-26","9/16/1812"
"Sadler's Wells","crimeLocation","t18120916-42","9/16/1812"
"Isleworth","crimeLocation","t18120916-5","9/16/1812"
"Smithfield","crimeLocation","t18120916-5","9/16/1812"
"Smithfield","crimeLocation","t18120916-55","9/16/1812"
"Lower Chapman-street","crimeLocation","t18120916-112","9/16/1812"
"Lower Chapman-street","crimeLocation","t18120916-11","9/16/1812"
"Bath-street, City-road","crimeLocation","t18120916-113","9/16/1812"
"Bath-street, City-road","crimeLocation","t18120916-11","9/16/1812"
"No. 12, Road-side, Whitechapel-road","crimeLocation","t18120916-74","9/16/1812"
"268, High Holborn","crimeLocation","t18120916-90","9/16/1812"
"No 4, Barton-buildings, Shadwell","crimeLocation","t18120916-148","9/16/1812"
"Goodman's-yard, in the Minories","crimeLocation","t18121028-79","10/28/1812"
"Friday-street","crimeLocation","t18121028-67","10/28/1812"
"Minories","crimeLocation","t18121028-8","10/28/1812"
"Sisters hoy","crimeLocation","t18121028-9","10/28/1812"
"Blue Anchor, in Fenchurch-street","crimeLocation","t18121028-9","10/28/1812"
"Blue Anchor, in Fenchurch-street","crimeLocation","t18121028-91","10/28/1812"
"Fountain public-house in Redcross-street","crimeLocation","t18121028-92","10/28/1812"
"Fountain public-house in Redcross-street","crimeLocation","t18121028-9","10/28/1812"
"Stanwell","crimeLocation","t18121028-9","10/28/1812"
"Stanwell","crimeLocation","t18121028-95","10/28/1812"
"Ratcliffe-street","crimeLocation","t18121028-102","10/28/1812"
"Castle-Court, Castle-Street, behind Shoreditch Church","crimeLocation","t18121028-109","10/28/1812"
"Leadenhall-street","crimeLocation","t18121028-11","10/28/1812"
"Charles-street","crimeLocation","t18121028-124","10/28/1812"
"haberdasher","crimeLocation","t18121028-17","10/28/1812"
"Greek-street, Compton-street","crimeLocation","t18121028-17","10/28/1812"
"Smart's-gardens, Bethnal-green","crimeLocation","t18121028-22","10/28/1812"
"Liquorpond-street","crimeLocation","t18121028-34","10/28/1812"
"Eastcheap","crimeLocation","t18121028-42","10/28/1812"
"Temple Bar","crimeLocation","t18121028-43","10/28/1812"
"Three Fox-yard, Long-lane","crimeLocation","t18121028-44","10/28/1812"
"Devonshire-street, Bethnal green","crimeLocation","t18121028-51","10/28/1812"
"New Inn, in the parish of St. Clement's","crimeLocation","t18121028-57","10/28/1812"
"Oxford-street","crimeLocation","t18121028-61","10/28/1812"
"East Smithfield","crimeLocation","t18121028-79","10/28/1812"
"Coleman-street","crimeLocation","t18121202-41","12/2/1812"
"between Foster-lane and Newgate-street","crimeLocation","t18121202-59","12/2/1812"
"under his Majesty, in the Savoy, in the Strand","crimeLocation","t18121202-110","12/2/1812"
"Castle-street, Holborn","crimeLocation","t18121202-16","12/2/1812"
"22, Barbican","crimeLocation","t18121202-18","12/2/1812"
"32, Soho-square","crimeLocation","t18121202-29","12/2/1812"
"Upper Berkley-street, Portman-square","crimeLocation","t18121202-104","12/2/1812"
"Coleman-street","crimeLocation","t18121202-4","12/2/1812"
"Broadway, Blackfriars","crimeLocation","t18121202-67","12/2/1812"
"No. 5, Union-place, Curtain-road","crimeLocation","t18121202-73","12/2/1812"
"No. 8, Broad-street, Carnaby-market","crimeLocation","t18121202-8","12/2/1812"
"No. 8, Broad-street, Carnaby-market","crimeLocation","t18121202-83","12/2/1812"
